kind	artifact_id	priority	recommended_action	size_gib	local_path	source_path	source_exists	hf_repo_id	hf_private	hf_commit_url	upload_uploaded	upload_verified	has_upload_log	notes
local_hf_dir	QwenJoint-4B-Stage2-subkl_both_on_mse_p40_b01	P1_PUBLIC_UPLOAD	important code-task artifact without complete upload proof	16.45	/data-1/.cache/huggingface/QwenJoint-4B-Stage2-subkl_both_on_mse_p40_b01								False	local HF-format directory discovered by config.json + weights
local_hf_dir	QwenJoint-4B-Stage2-subkl_model1_kl_p40_b01	P1_PUBLIC_UPLOAD	important code-task artifact without complete upload proof	16.45	/data-1/.cache/huggingface/QwenJoint-4B-Stage2-subkl_model1_kl_p40_b01								False	local HF-format directory discovered by config.json + weights
local_hf_dir	QwenJoint-4B-Stage2-subkl_model1_low_var_kl_p40_b01	P1_PUBLIC_UPLOAD	important code-task artifact without complete upload proof	16.45	/data-1/.cache/huggingface/QwenJoint-4B-Stage2-subkl_model1_low_var_kl_p40_b01								False	local HF-format directory discovered by config.json + weights
local_hf_dir	QwenJoint-4B-Stage2-subkl_model1_mse_p40_b01	P1_PUBLIC_UPLOAD	important code-task artifact without complete upload proof	16.45	/data-1/.cache/huggingface/QwenJoint-4B-Stage2-subkl_model1_mse_p40_b01								False	local HF-format directory discovered by config.json + weights
local_hf_dir	QwenJoint-4B-Stage2-subkl_model1_p40_b01	P1_PUBLIC_UPLOAD	important code-task artifact without complete upload proof	16.45	/data-1/.cache/huggingface/QwenJoint-4B-Stage2-subkl_model1_p40_b01								False	local HF-format directory discovered by config.json + weights
local_hf_dir	QwenJoint-4B-Stage2-subkl_model2_kl_p40_b01	P1_PUBLIC_UPLOAD	important code-task artifact without complete upload proof	16.45	/data-1/.cache/huggingface/QwenJoint-4B-Stage2-subkl_model2_kl_p40_b01								False	local HF-format directory discovered by config.json + weights
local_hf_dir	QwenJoint-4B-Stage2-subkl_model2_low_var_kl_p40_b01	P1_PUBLIC_UPLOAD	important code-task artifact without complete upload proof	16.45	/data-1/.cache/huggingface/QwenJoint-4B-Stage2-subkl_model2_low_var_kl_p40_b01								False	local HF-format directory discovered by config.json + weights
local_hf_dir	QwenJoint-4B-Stage2-subkl_model2_mse_p40_b01	P1_PUBLIC_UPLOAD	important code-task artifact without complete upload proof	16.45	/data-1/.cache/huggingface/QwenJoint-4B-Stage2-subkl_model2_mse_p40_b01								False	local HF-format directory discovered by config.json + weights
local_hf_dir	s2-p60-beta0-step20-best-joint	P1_PUBLIC_UPLOAD	important code-task artifact without complete upload proof	16.45	/data-1/model_weights/staged_v1/plateau_handoff_p60/s2-p60-beta0-step20-best-joint								False	local HF-format directory discovered by config.json + weights
local_hf_dir	s2-p60-beta0-step40-final-joint	P1_PUBLIC_UPLOAD	important code-task artifact without complete upload proof	16.45	/data-1/model_weights/staged_v1/plateau_handoff_p60/s2-p60-beta0-step40-final-joint								False	local HF-format directory discovered by config.json + weights
local_hf_dir	s2-p60-beta01-step35-best-joint	P1_PUBLIC_UPLOAD	important code-task artifact without complete upload proof	16.45	/data-1/model_weights/staged_v1/plateau_handoff_p60/s2-p60-beta01-step35-best-joint								False	local HF-format directory discovered by config.json + weights
local_hf_dir	s2-p60-beta01-step40-final-joint	P1_PUBLIC_UPLOAD	important code-task artifact without complete upload proof	16.45	/data-1/model_weights/staged_v1/plateau_handoff_p60/s2-p60-beta01-step40-final-joint								False	local HF-format directory discovered by config.json + weights
local_hf_dir	actor_step115	P1_PUBLIC_UPLOAD	important code-task artifact without complete upload proof	8.23	/data-1/model_weights/code_task/offline_eval_lcb_v5_fair/kodcode_beta01_best_step115/actor_step115								False	local HF-format directory discovered by config.json + weights
local_hf_dir	actor_step115	P1_PUBLIC_UPLOAD	important code-task artifact without complete upload proof	8.23	/data-1/model_weights/code_task/offline_eval/kodcode_i2507_ctx8k_beta01_step115/actor_step115								False	local HF-format directory discovered by config.json + weights
local_hf_dir	actor_step115	P1_PUBLIC_UPLOAD	important code-task artifact without complete upload proof	8.23	/data-1/model_weights/code_task/offline_eval/deepcoder_i2507_r8k_beta01_step115/actor_step115								False	local HF-format directory discovered by config.json + weights
local_hf_dir	actor_step120	P1_PUBLIC_UPLOAD	important code-task artifact without complete upload proof	8.23	/data-1/model_weights/code_task/offline_eval/deepcoder_i2507_r8k_beta0_step120/actor_step120								False	local HF-format directory discovered by config.json + weights
local_hf_dir	actor_step145	P1_PUBLIC_UPLOAD	important code-task artifact without complete upload proof	8.23	/data-1/model_weights/code_task/offline_eval/kodcode_i2507_ctx8k_beta0_step145/actor_step145								False	local HF-format directory discovered by config.json + weights
local_hf_dir	actor_step150	P1_PUBLIC_UPLOAD	important code-task artifact without complete upload proof	8.23	/data-1/model_weights/code_task/offline_eval_lcb_v5_fair/kodcode_beta01_latest_step150/actor_step150								False	local HF-format directory discovered by config.json + weights
local_hf_dir	actor_step150	P1_PUBLIC_UPLOAD	important code-task artifact without complete upload proof	8.23	/data-1/model_weights/code_task/offline_eval/deepcoder_i2507_r8k_beta0_step150/actor_step150								False	local HF-format directory discovered by config.json + weights
local_hf_dir	actor_step150	P1_PUBLIC_UPLOAD	important code-task artifact without complete upload proof	8.23	/data-1/model_weights/code_task/offline_eval/kodcode_i2507_ctx8k_beta01_step150/actor_step150								False	local HF-format directory discovered by config.json + weights
local_hf_dir	actor_step150	P1_PUBLIC_UPLOAD	important code-task artifact without complete upload proof	8.23	/data-1/model_weights/code_task/offline_eval/kodcode_i2507_ctx8k_beta0_step150/actor_step150								False	local HF-format directory discovered by config.json + weights
local_hf_dir	actor_step150	P1_PUBLIC_UPLOAD	important code-task artifact without complete upload proof	8.23	/data-1/model_weights/code_task/offline_eval/deepcoder_i2507_r8k_beta01_step150/actor_step150								False	local HF-format directory discovered by config.json + weights
local_hf_dir	model2-from-s1-p60-beta0-step60	P1_PUBLIC_UPLOAD	important code-task artifact without complete upload proof	8.23	/data-1/model_weights/staged_v1/plateau_handoff_p60/model2-from-s1-p60-beta0-step60								False	local HF-format directory discovered by config.json + weights
local_hf_dir	model2-from-s1-p60-beta01-step60	P1_PUBLIC_UPLOAD	important code-task artifact without complete upload proof	8.23	/data-1/model_weights/staged_v1/plateau_handoff_p60/model2-from-s1-p60-beta01-step60								False	local HF-format directory discovered by config.json + weights
local_hf_dir	s2-p60-beta0-step20-best-joint_model2	P1_PUBLIC_UPLOAD	important code-task artifact without complete upload proof	8.23	/data-1/model_weights/staged_v1/plateau_handoff_p60/s2-p60-beta0-step20-best-joint_model2								False	local HF-format directory discovered by config.json + weights
local_hf_dir	s2-p60-beta0-step40-final-joint_model2	P1_PUBLIC_UPLOAD	important code-task artifact without complete upload proof	8.23	/data-1/model_weights/staged_v1/plateau_handoff_p60/s2-p60-beta0-step40-final-joint_model2								False	local HF-format directory discovered by config.json + weights
local_hf_dir	s2-p60-beta01-step35-best-joint_model2	P1_PUBLIC_UPLOAD	important code-task artifact without complete upload proof	8.23	/data-1/model_weights/staged_v1/plateau_handoff_p60/s2-p60-beta01-step35-best-joint_model2								False	local HF-format directory discovered by config.json + weights
local_hf_dir	s2-p60-beta01-step40-final-joint_model2	P1_PUBLIC_UPLOAD	important code-task artifact without complete upload proof	8.23	/data-1/model_weights/staged_v1/plateau_handoff_p60/s2-p60-beta01-step40-final-joint_model2								False	local HF-format directory discovered by config.json + weights
local_hf_dir	step_40	P1_PUBLIC_UPLOAD	important code-task artifact without complete upload proof	8.23	/data-1/model_weights/code_task/kodcode_instruct2507_ctx8k_stage2_p40/beta01/ONPOLICY-SFT-Qwen3-4B-INSTRUCT2507-CODE-KODCODE-CTX8K-S1-BETA01-V1/step_40								False	local HF-format directory discovered by config.json + weights
local_hf_dir	step_40	P1_PUBLIC_UPLOAD	important code-task artifact without complete upload proof	8.23	/data-1/model_weights/code_task/kodcode_instruct2507_ctx8k_stage2_p40/beta0/ONPOLICY-SFT-Qwen3-4B-INSTRUCT2507-CODE-KODCODE-CTX8K-S1-BETA0-V1/step_40								False	local HF-format directory discovered by config.json + weights
local_hf_dir	step_40_s2steps60	P1_PUBLIC_UPLOAD	important code-task artifact without complete upload proof	8.23	/data-1/model_weights/code_task/kodcode_instruct2507_ctx8k_stage2_p40/beta01/ONPOLICY-SFT-Qwen3-4B-INSTRUCT2507-CODE-KODCODE-CTX8K-S1-BETA01-V1/step_40_s2steps60								False	local HF-format directory discovered by config.json + weights
local_hf_dir	step_60	P1_PUBLIC_UPLOAD	important code-task artifact without complete upload proof	8.23	/data-1/model_weights/code_task/kodcode_instruct2507_ctx8k_stage2_p60/beta01/ONPOLICY-SFT-Qwen3-4B-INSTRUCT2507-CODE-KODCODE-CTX8K-S1-BETA01-V1/step_60								False	local HF-format directory discovered by config.json + weights
local_hf_dir	step_60	P1_PUBLIC_UPLOAD	important code-task artifact without complete upload proof	8.23	/data-1/model_weights/code_task/kodcode_instruct2507_ctx8k_stage2_p60/beta0/ONPOLICY-SFT-Qwen3-4B-INSTRUCT2507-CODE-KODCODE-CTX8K-S1-BETA0-V1/step_60								False	local HF-format directory discovered by config.json + weights
local_hf_dir	QwenJoint-4B-Stage2-kod_q17b_cold_frac25_p40_b01_nokl_lambda08	P1_PUBLIC_UPLOAD	important code-task artifact without complete upload proof	7.58	/data-1/.cache/huggingface/QwenJoint-4B-Stage2-kod_q17b_cold_frac25_p40_b01_nokl_lambda08								False	local HF-format directory discovered by config.json + weights
manifest	ONPOLICY-SFT-Qwen3-1P7B-INSTRUCT-CODE-KODCODE-CTX8K-S1-BETA0-V1-step80	P1_PUBLIC_UPLOAD	recent 1.7B code/math cold-start artifact; local-only or newly generated	3.80	/data-1/model_weights/merged/ONPOLICY-SFT-Qwen3-1P7B-INSTRUCT-CODE-KODCODE-CTX8K-S1-BETA0-V1-step80	/data-1/checkpoints/ONPOLICY-SFT-Qwen3-1P7B-INSTRUCT-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783242212/global_step_80/actor	False	AlexGeek/ONPOLICY-SFT-Qwen3-1P7B-INSTRUCT-CODE-KODCODE-CTX8K-S1-BETA0-V1-step80	True	https://huggingface.co/AlexGeek/ONPOLICY-SFT-Qwen3-1P7B-INSTRUCT-CODE-KODCODE-CTX8K-S1-BETA0-V1-step80/commit/d7990cd9157990b573dd4908f57f43df7b66f1e5	True	True	True	Qwen3-1.7B chat/instruct KodCode CTX8K Stage1 beta=0.0 step80; user explicitly requested step80 only before deleting the full checkpoint root after verified HF upload.
manifest	ONPOLICY-SFT-Qwen3-1P7B-INSTRUCT-CODE-KODCODE-CTX8K-S1-BETA01-V1-step80	P1_PUBLIC_UPLOAD	recent 1.7B code/math cold-start artifact; local-only or newly generated	3.80	/data-1/model_weights/merged/ONPOLICY-SFT-Qwen3-1P7B-INSTRUCT-CODE-KODCODE-CTX8K-S1-BETA01-V1-step80	/data-1/checkpoints/ONPOLICY-SFT-Qwen3-1P7B-INSTRUCT-CODE-KODCODE-CTX8K-S1-BETA01-V1_1783258331/global_step_80/actor	False	AlexGeek/ONPOLICY-SFT-Qwen3-1P7B-INSTRUCT-CODE-KODCODE-CTX8K-S1-BETA01-V1-step80	True	https://huggingface.co/AlexGeek/ONPOLICY-SFT-Qwen3-1P7B-INSTRUCT-CODE-KODCODE-CTX8K-S1-BETA01-V1-step80/commit/6dfd910978cf128265cf0864671bfc6c7005ed00	True	True	True	Qwen3-1.7B chat/instruct KodCode CTX8K Stage1 beta=0.1 step80; user explicitly requested step80 only, not step140, before deleting the full checkpoint root after verified HF upload.
local_hf_dir	actor	P1_PUBLIC_UPLOAD	recent 1.7B code/math cold-start artifact; local-only or newly generated	3.80	/data-1/model_weights/code_task/offline_eval/qwen3_1p7b_coldstart_fraction_full_lcb_v5_n1/frac50_beta01_step150/actor								False	local HF-format directory discovered by config.json + weights
local_hf_dir	actor	P1_PUBLIC_UPLOAD	recent 1.7B code/math cold-start artifact; local-only or newly generated	3.80	/data-1/model_weights/code_task/offline_eval/qwen3_1p7b_coldstart_fraction_full_lcb_v5_n1/frac50_beta01_step90/actor								False	local HF-format directory discovered by config.json + weights
local_hf_dir	actor	P1_PUBLIC_UPLOAD	recent 1.7B code/math cold-start artifact; local-only or newly generated	3.80	/data-1/model_weights/code_task/offline_eval/qwen3_1p7b_coldstart_fraction_full_lcb_v5_n1/frac50_beta0_step150/actor								False	local HF-format directory discovered by config.json + weights
local_hf_dir	actor	P1_PUBLIC_UPLOAD	recent 1.7B code/math cold-start artifact; local-only or newly generated	3.80	/data-1/model_weights/code_task/offline_eval/qwen3_1p7b_coldstart_fraction_full_lcb_v5_n1/frac25_beta01_step150/actor								False	local HF-format directory discovered by config.json + weights
local_hf_dir	actor	P1_PUBLIC_UPLOAD	recent 1.7B code/math cold-start artifact; local-only or newly generated	3.80	/data-1/model_weights/code_task/offline_eval/qwen3_1p7b_coldstart_fraction_full_lcb_v5_n1/frac50_beta0_step85/actor								False	local HF-format directory discovered by config.json + weights
local_hf_dir	actor	P1_PUBLIC_UPLOAD	recent 1.7B code/math cold-start artifact; local-only or newly generated	3.80	/data-1/model_weights/code_task/offline_eval/qwen3_1p7b_coldstart_fraction_full_lcb_v5_n1/frac25_beta01_step80/actor								False	local HF-format directory discovered by config.json + weights
local_hf_dir	qwen3-1p7b-kodcode-format-sft	P1_PUBLIC_UPLOAD	recent 1.7B code/math cold-start artifact; local-only or newly generated	3.80	/data-1/model_weights/format_cold_start/qwen3-1p7b-kodcode-format-sft								False	local HF-format directory discovered by config.json + weights
local_hf_dir	qwen3-1p7b-kodcode-format-sft-frac100	P1_PUBLIC_UPLOAD	recent 1.7B code/math cold-start artifact; local-only or newly generated	3.80	/data-1/model_weights/format_cold_start_fraction/qwen3-1p7b-kodcode-format-sft-frac100								False	local HF-format directory discovered by config.json + weights
local_hf_dir	qwen3-1p7b-kodcode-format-sft-frac25	P1_PUBLIC_UPLOAD	recent 1.7B code/math cold-start artifact; local-only or newly generated	3.80	/data-1/model_weights/format_cold_start_fraction/qwen3-1p7b-kodcode-format-sft-frac25								False	local HF-format directory discovered by config.json + weights
local_hf_dir	qwen3-1p7b-kodcode-format-sft-frac50	P1_PUBLIC_UPLOAD	recent 1.7B code/math cold-start artifact; local-only or newly generated	3.80	/data-1/model_weights/format_cold_start_fraction/qwen3-1p7b-kodcode-format-sft-frac50								False	local HF-format directory discovered by config.json + weights
local_hf_dir	qwen3-1p7b-math-format-sft	P1_PUBLIC_UPLOAD	recent 1.7B code/math cold-start artifact; local-only or newly generated	3.80	/data-1/model_weights/format_cold_start/qwen3-1p7b-math-format-sft								False	local HF-format directory discovered by config.json + weights
local_hf_dir	step_40_s2steps60	P1_PUBLIC_UPLOAD	recent 1.7B code/math cold-start artifact; local-only or newly generated	3.80	/data-1/model_weights/code_task/kodcode_qwen3_1p7b_coldstart_fraction_ctx8k_stage2_p40/frac25/beta01/ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA01-V1/step_40_s2steps60								False	local HF-format directory discovered by config.json + weights
manifest	CODE-S2-KODCODE-INSTRUCT2507-CTX8K-P40-BETA01-BETA01-V1-step40	P1_PUBLIC_COPY_VERIFY	important code-task artifact; existing HF proof should be verified and copied public if repo is private	17.00	/data-1/model_weights/merged/CODE-S2-KODCODE-INSTRUCT2507-CTX8K-P40-BETA01-BETA01-V1-step40	/data-1/checkpoints/CODE-S2-KODCODE-INSTRUCT2507-CTX8K-P40-BETA01-BETA01-V1_1782562814/global_step_40/actor	False	AlexGeek/CODE-S2-KODCODE-INSTRUCT2507-CTX8K-P40-BETA01-BETA01-V1-step40	True	https://huggingface.co/AlexGeek/CODE-S2-KODCODE-INSTRUCT2507-CTX8K-P40-BETA01-BETA01-V1-step40/commit/d756fe7020234055bd9c3b3edd0b927662432ed9	True	True	True	KodCode Instruct2507 CTX8K P40 Stage2 beta0.1/lambda=0.5 final checkpoint; baseline for lambda sweep.
manifest	CODE-S2-KODCODE-INSTRUCT2507-CTX8K-P60-BETA01-BETA01-V1-step30	P1_PUBLIC_COPY_VERIFY	important code-task artifact; existing HF proof should be verified and copied public if repo is private	17.00	/data-1/model_weights/merged/CODE-S2-KODCODE-INSTRUCT2507-CTX8K-P60-BETA01-BETA01-V1-step30	/data-1/checkpoints/CODE-S2-KODCODE-INSTRUCT2507-CTX8K-P60-BETA01-BETA01-V1_1782476261/global_step_30/actor	False	AlexGeek/CODE-S2-KODCODE-INSTRUCT2507-CTX8K-P60-BETA01-BETA01-V1-step30	True	https://huggingface.co/AlexGeek/CODE-S2-KODCODE-INSTRUCT2507-CTX8K-P60-BETA01-BETA01-V1-step30/commit/ad58f6cf564f67512eeabceed7956565132c44ba	True	True	True	Surviving KodCode Instruct2507 CTX8K P60 Stage2 beta0.1 best checkpoint; beta0 P60 Stage2 was already deleted after being judged unhelpful.
manifest	CODE-S2-KODCODE-INSTRUCT2507-CTX8K-P60-BETA01-BETA01-V1-step40	P1_PUBLIC_COPY_VERIFY	important code-task artifact; existing HF proof should be verified and copied public if repo is private	17.00	/data-1/model_weights/merged/CODE-S2-KODCODE-INSTRUCT2507-CTX8K-P60-BETA01-BETA01-V1-step40	/data-1/checkpoints/CODE-S2-KODCODE-INSTRUCT2507-CTX8K-P60-BETA01-BETA01-V1_1782476261/global_step_40/actor	False	AlexGeek/CODE-S2-KODCODE-INSTRUCT2507-CTX8K-P60-BETA01-BETA01-V1-step40	True	https://huggingface.co/AlexGeek/CODE-S2-KODCODE-INSTRUCT2507-CTX8K-P60-BETA01-BETA01-V1-step40/commit/dd438845b9682475cd7574230dbeed57ef4d68c2	True	True	True	Surviving KodCode Instruct2507 CTX8K P60 Stage2 beta0.1 final checkpoint; archive before deleting local P60 checkpoint data.
manifest	ONPOLICY-SFT-Qwen3-4B-INSTRUCT2507-CODE-DEEPCODER-R8K-S1-BETA0-V1-step120	P1_PUBLIC_COPY_VERIFY	important code-task artifact; existing HF proof should be verified and copied public if repo is private	8.30	/data-1/model_weights/merged/ONPOLICY-SFT-Qwen3-4B-INSTRUCT2507-CODE-DEEPCODER-R8K-S1-BETA0-V1-step120	/data-1/checkpoints/ONPOLICY-SFT-Qwen3-4B-INSTRUCT2507-CODE-DEEPCODER-R8K-S1-BETA0-V1_1782133285/global_step_120/actor	False	AlexGeek/ONPOLICY-SFT-Qwen3-4B-INSTRUCT2507-CODE-DEEPCODER-R8K-S1-BETA0-V1-step120	True	https://huggingface.co/AlexGeek/ONPOLICY-SFT-Qwen3-4B-INSTRUCT2507-CODE-DEEPCODER-R8K-S1-BETA0-V1-step120/commit/788d93c935a70cf2cf763a6c8da55c96af273094	True	True	True	DeepCoder Instruct-2507 R8K Stage1 beta=0.0 best checkpoint selected by HumanEval+ pass@1; optimizer-stripped actor, suitable for HF-format merged model archive.
manifest	ONPOLICY-SFT-Qwen3-4B-INSTRUCT2507-CODE-KODCODE-CTX8K-S1-BETA0-V1-step145	P1_PUBLIC_COPY_VERIFY	important code-task artifact; existing HF proof should be verified and copied public if repo is private	8.30	/data-1/model_weights/merged/ONPOLICY-SFT-Qwen3-4B-INSTRUCT2507-CODE-KODCODE-CTX8K-S1-BETA0-V1-step145	/data-1/checkpoints/ONPOLICY-SFT-Qwen3-4B-INSTRUCT2507-CODE-KODCODE-CTX8K-S1-BETA0-V1_1782371396/global_step_145/actor	False	AlexGeek/ONPOLICY-SFT-Qwen3-4B-INSTRUCT2507-CODE-KODCODE-CTX8K-S1-BETA0-V1-step145	True	https://huggingface.co/AlexGeek/ONPOLICY-SFT-Qwen3-4B-INSTRUCT2507-CODE-KODCODE-CTX8K-S1-BETA0-V1-step145/commit/27df03bec434da7c2c50bce4571f2768f257eea7	True	True	True	KodCode Instruct2507 CTX8K Stage1 beta=0.0 step145: best checkpoint selected by HumanEval+ pass@1=0.774390243902439; archive before deleting local checkpoint data.
manifest	ONPOLICY-SFT-Qwen3-4B-INSTRUCT2507-CODE-KODCODE-CTX8K-S1-BETA0-V1-step150	P1_PUBLIC_COPY_VERIFY	important code-task artifact; existing HF proof should be verified and copied public if repo is private	8.30	/data-1/model_weights/merged/ONPOLICY-SFT-Qwen3-4B-INSTRUCT2507-CODE-KODCODE-CTX8K-S1-BETA0-V1-step150	/data-1/checkpoints/ONPOLICY-SFT-Qwen3-4B-INSTRUCT2507-CODE-KODCODE-CTX8K-S1-BETA0-V1_1782371396/global_step_150/actor	False	AlexGeek/ONPOLICY-SFT-Qwen3-4B-INSTRUCT2507-CODE-KODCODE-CTX8K-S1-BETA0-V1-step150	True	https://huggingface.co/AlexGeek/ONPOLICY-SFT-Qwen3-4B-INSTRUCT2507-CODE-KODCODE-CTX8K-S1-BETA0-V1-step150/commit/e4d1582ae4d16715b21eb388845bf20624b3b7b0	True	True	True	KodCode Instruct2507 CTX8K Stage1 beta=0.0 step150: final/latest checkpoint with HumanEval+ pass@1=0.7378; archive before deleting local checkpoint data.
